TARGET,ID
0,519
0,520
0,521
0,522
1,524
0,525
0,526
0,528
0,529
1,531
1,532
1,534
1,536
1,539
0,540
0,541
1,542
0,545
0,546
0,552
0,556
0,557
0,559
0,562
0,563
0,565
0,569
1,570
0,574
0,575
0,585
0,589
1,590
0,592
1,593
0,594
0,595
0,597
0,601
0,603
0,604
1,605
0,607
0,608
0,610
1,612
1,613
0,615
1,616
1,617
0,619
1,620
0,621
0,624
0,625
0,628
1,629
1,630
1,632
0,634
0,637
0,638
0,642
0,643
1,644
0,646
1,655
0,660
0,664
1,665
0,666
1,670
1,671
0,672
0,675
1,676
0,677
0,678
0,680
1,683
0,684
1,685
0,691
0,693
0,696
0,698
0,699
0,700
0,703
0,704
0,705
1,707
1,709
1,711
0,713
0,716
0,719
0,721
0,722
0,723
0,724
0,727
0,728
0,729
0,733
0,736
1,739
1,742
0,743
0,744
1,745
0,747
0,749
1,750
0,751
0,752
0,755
0,756
0,762
0,763
1,764
1,765
0,766
1,769
1,770
0,773
1,774
0,776
1,777
0,778
0,779
0,780
0,781
1,786
0,788
1,794
1,796
1,801
0,802
0,803
0,804
0,805
0,809
1,810
0,817
0,819
0,821
1,824
0,825
1,826
0,830
0,831
0,832
0,833
0,837
0,839
0,840
1,841
0,842
0,843
1,844
0,845
0,848
1,853
0,854
0,855
1,856
0,861
0,865
0,866
0,867
0,870
1,871
0,872
0,873
0,874
0,875
0,876
0,879
0,880
1,883
0,884
0,886
0,890
0,892
1,893
1,894
1,895
1,896
0,897
1,899
0,900
0,901
1,902
0,905
0,912
1,914
1,915
1,917
0,918
0,919
0,921
0,922
0,923
0,926
0,929
0,930
1,931
0,937
0,938
0,939
1,941
0,946
0,947
0,950
0,951
0,952
0,953
0,954
0,955
1,956
1,957
1,960
1,963
0,966
1,969
0,971
0,972
0,975
0,980
1,982
0,983
0,985
0,987
0,988
0,991
0,992
1,995
0,996
0,998
1,1001
0,1002
0,1004
0,1005
0,1010
0,1011
0,1012
1,1013
0,1014
0,1015
0,1016
0,1022
1,1023
0,1024
0,1025
1,1026
0,1028
0,1029
1,1032
1,1034
0,1036
0,1037
1,1039
0,1042
0,1045
0,1046
0,1050
0,1052
0,1055
0,1057
0,1058
0,1060
0,1062
0,1063
1,1064
0,1065
0,1066
1,1067
0,1068
1,1070
1,1072
1,1077
0,1078
0,1079
1,1081
1,1082
0,1093
0,1094
0,1102
1,1103
0,1106
1,1107
1,1112
0,1113
0,1114
0,1116
1,1118
0,1120
1,1121
1,1128
1,1130
0,1132
0,1135
1,1138
0,1139
0,1141
1,1143
1,1146
0,1148
0,1149
0,1151
0,1152
0,1153
0,1155
0,1157
0,1160
0,1161
1,1162
1,1164
1,1168
0,1169
1,1174
0,1176
1,1177
0,1178
1,1180
0,1181
1,1182
0,1185
0,1190
0,1194
1,1196
0,1199
0,1200
0,1201
1,1202
1,1206
0,1207
0,1208
0,1212
0,1216
0,1219
0,1221
0,1222
1,1225
0,1227
1,1230
0,1231
0,1232
0,1233
1,1234
0,1235
1,1236
0,1237
0,1238
1,1239
1,1240
0,1241
1,1244
0,1245
0,1247
0,1250
0,1251
0,1257
0,1259
1,1266
1,1267
0,1268
1,1270
0,1272
1,1273
1,1276
0,1278
1,1279
0,1283
0,1284
0,1286
0,1289
0,1290
0,1292
1,1293
1,1294
1,1296
0,1298
1,1299
0,1301
1,1304
1,1306
1,1308
0,1310
0,1311
1,1312
0,1315
1,1318
0,1319
0,1320
0,1323
0,1324
0,1325
0,1326
1,1329
1,1331
0,1332
0,1335
1,1336
0,1338
1,1340
0,1342
0,1345
0,1347
0,1349
0,1350
0,1351
0,1354
0,1355
0,1356
0,1359
1,1361
1,1362
1,1363
0,1365
0,1366
0,1367
0,1368
0,1369
1,1370
1,1371
1,1372
0,1374
1,1375
0,1376
0,1379
0,1380
0,1383
0,1387
0,1388
0,1389
0,1390
1,1394
1,1396
1,1397
1,1399
0,1400
1,1402
0,1403
1,1404
1,1405
1,1407
0,1409
0,1413
0,1415
0,1416
0,1418
0,1422
0,1423
0,1425
0,1428
0,1429
0,1430
1,1431
0,1432
0,1434
0,1435
1,1436
0,1438
0,1443
0,1445
0,1446
0,1453
1,1456
0,1458
0,1459
0,1460
1,1461
1,1462
0,1463
1,1466
0,1467
1,1469
0,1470
1,1471
0,1473
0,1476
0,1477
0,1481
0,1482
1,1485
1,1486
1,1490
1,1491
0,1493
1,1494
0,1500
0,1504
0,1506
0,1509
1,1512
1,1514
0,1518
0,1520
1,1522
1,1525
1,1526
1,1529
1,1530
0,1532
1,1533
1,1537
0,1542
1,1544
1,1545
1,1546
1,1549
0,1551
0,1552
0,1555
0,1556
1,1558
0,1560
1,1561
0,1562
0,1563
0,1566
0,1568
0,1570
1,1575
1,1577
0,1579
0,1581
1,1582
1,1585
0,1586
0,1587
0,1593
1,1597
0,1599
0,1608
0,1609
0,1612
0,1615
0,1616
0,1618
0,1619
0,1624
1,1625
0,1627
1,1628
0,1635
1,1636
0,1637
0,1640
0,1642
0,1645
0,1647
1,1648
0,1650
1,1651
0,1653
0,1654
0,1655
0,1656
1,1657
1,1659
1,1661
1,1662
1,1663
1,1664
0,1671
0,1673
0,1674
0,1678
0,1680
0,1682
0,1687
0,1689
0,1690
0,1691
1,1692
0,1696
0,1701
0,1702
0,1705
0,1707
0,1711
1,1714
1,1715
1,1716
0,1717
0,1719
0,1723
0,1725
1,1726
0,1728
0,1730
0,1731
0,1736
1,1742
1,1745
1,1747
0,1749
1,1750
0,1751
0,1752
1,1753
0,1754
1,1758
1,1759
0,1760
0,1761
0,1763
1,1765
1,1767
0,1768
0,1769
0,1774
1,1775
0,1776
1,1777
0,1779
0,1780
0,1783
0,1784
0,1785
0,1789
1,1790
0,1792
1,1793
0,1795
0,1796
1,1798
0,1802
0,1803
0,1805
0,1806
0,1809
0,1810
0,1812
1,1813
1,1814
1,1815
1,1817
1,1818
0,1819
0,1820
1,1821
1,1823
0,1826
0,1827
1,1829
0,1831
0,1833
0,1834
1,1837
0,1838
0,1839
1,1840
0,1841
0,1842
0,1844
0,1845
0,1846
0,1847
0,1850
1,1851
0,1852
1,1860
1,1862
1,1864
0,1865
1,1866
1,1867
0,1870
0,1871
0,1872
0,1873
1,1874
0,1876
0,1878
1,1879
0,1884
0,1885
1,1888
0,1893
1,1897
0,1901
0,1902
0,1903
1,1905
0,1907
1,1908
1,1919
1,1921
0,1926
0,1928
1,1930
0,1933
0,1934
0,1935
1,1939
0,1940
0,1942
0,1943
0,1945
1,1946
1,1948
0,1949
1,1952
0,1953
0,1955
0,1959
0,1963
1,1965
0,1967
0,1968
0,1969
1,1970
0,1973
1,1977
0,1978
0,1979
0,1988
0,1991
0,1994
0,1996
0,1997
0,1998
1,2000
0,2002
1,2004
1,2007
0,2008
0,2010
0,2011
0,2012
0,2015
0,2018
0,2019
0,2023
1,2024
0,2026
0,2028
0,2029
0,2031
1,2033
0,2034
1,2037
0,2038
0,2039
0,2040
0,2042
1,2045
1,2048
1,2049
0,2050
0,2057
1,2061
1,2063
1,2067
0,2069
0,2070
1,2072
1,2073
0,2075
1,2076
0,2081
1,2082
0,2084
1,2085
0,2086
0,2088
1,2092
0,2093
0,2094
1,2096
0,2102
1,2103
1,2104
1,2108
0,2109
1,2111
0,2113
1,2116
1,2117
1,2118
0,2119
0,2120
0,2121
1,2124
1,2125
0,2126
1,2127
0,2131
1,2133
1,2134
0,2136
1,2137
1,2139
0,2144
0,2145
0,2146
0,2149
0,2150
1,2151
0,2152
0,2153
1,2157
0,2158
0,2159
0,2161
0,2163
1,2166
0,2169
1,2171
0,2177
1,2179
0,2182
1,2184
1,2185
0,2186
0,2187
0,2188
0,2189
1,2190
0,2194
0,2195
0,2196
1,2198
0,2199
0,2200
0,2201
1,2203
0,2208
0,2209
0,2210
0,2211
0,2213
0,2214
1,2215
0,2216
0,2218
1,2222
0,2224
0,2229
0,2230
0,2234
1,2235
0,2237
0,2239
0,2241
0,2242
0,2243
0,2244
0,2245
0,2248
0,2251
1,2253
0,2254
0,2257
1,2261
0,2262
0,2266
0,2269
0,2275
0,2278
0,2279
0,2283
1,2284
0,2285
0,2286
1,2287
1,2289
1,2290
0,2291
0,2293
0,2300
0,2301
1,2302
0,2303
0,2304
0,2305
1,2306
0,2307
1,2308
0,2311
1,2313
0,2315
0,2316
1,2318
0,2322
0,2323
1,2325
0,2327
1,2328
1,2329
0,2330
0,2332
0,2333
0,2334
1,2337
1,2338
1,2341
1,2344
0,2345
0,2347
0,2348
0,2349
0,2350
0,2351
0,2358
1,2359
1,2361
0,2363
0,2364
1,2366
0,2369
1,2370
1,2373
0,2375
1,2377
1,2384
1,2385
0,2386
0,2387
0,2388
0,2392
0,2393
0,2394
0,2395
0,2396
1,2397
0,2400
0,2401
0,2403
1,2407
1,2408
0,2410
1,2414
1,2416
0,2421
1,2422
1,2423
1,2425
0,2430
0,2433
0,2434
1,2437
0,2438
1,2439
1,2440
0,2442
0,2444
0,2449
0,2456
0,2458
0,2462
0,2463
0,2464
0,2465
0,2466
1,2470
0,2476
1,2478
1,2482
0,2483
1,2484
0,2487
1,2488
0,2493
0,2494
1,2495
0,2499
1,2501
0,2503
0,2504
0,2507
0,2509
0,2511
0,2512
0,2515
0,2516
0,2517
1,2521
0,2525
1,2527
0,2528
0,2529
0,2530
1,2531
0,2533
1,2537
0,2538
0,2539
0,2541
1,2542
0,2543
0,2544
0,2545
0,2546
1,2548
0,2549
0,2555
1,2556
1,2558
1,2561
1,2563
0,2566
1,2567
0,2572
0,2573
0,2574
0,2578
1,2580
0,2581
0,2582
0,2586
0,2588
1,2589
0,2591
1,2594
0,2595
1,2596
0,2597
0,2599
0,2600
1,2601
0,2611
0,2613
0,2614
0,2615
1,2616
1,2617
0,2618
0,2619
0,2626
1,2630
0,2632
0,2636
1,2639
0,2642
1,2644
0,2647
1,2648
1,2649
1,2651
1,2652
1,2656
1,2658
0,2664
1,2667
0,2669
0,2670
1,2671
1,2672
0,2673
0,2678
0,2679
0,2682
0,2684
1,2685
0,2687
0,2689
0,2700
0,2701
0,2702
1,2704
0,2707
0,2710
0,2713
1,2715
1,2716
0,2724
1,2726
0,2727
0,2728
0,2730
1,2731
1,2733
0,2736
0,2737
0,2739
0,2740
0,2741
0,2745
1,2747
0,2749
0,2751
0,2752
1,2759
0,2760
0,2764
0,2766
0,2769
1,2772
0,2773
0,2774
0,2776
0,2779
1,2782
0,2783
0,2788
0,2789
0,2791
0,2793
0,2794
0,2796
0,2801
0,2803
0,2804
0,2805
1,2806
1,2808
0,2809
1,2812
1,2814
0,2815
1,2816
1,2817
1,2819
1,2821
0,2822
0,2825
0,2827
1,2829
0,2830
0,2831
0,2833
1,2838
1,2839
0,2843
0,2845
0,2849
0,2850
1,2852
0,2859
0,2861
0,2862
0,2863
0,2865
1,2866
1,2867
0,2869
0,2871
0,2872
1,2873
0,2874
1,2876
0,2877
1,2880
0,2881
1,2882
0,2885
0,2886
0,2888
0,2889
0,2891
0,2892
1,2893
1,2897
1,2898
0,2899
0,2901
1,2903
0,2904
0,2905
1,2906
0,2908
1,2910
0,2913
0,2914
0,2915
0,2917
0,2918
1,2919
0,2920
0,2921
1,2922
0,2925
0,2926
0,2927
0,2928
0,2929
0,2930
0,2936
0,2944
0,2949
0,2950
0,2951
0,2952
1,2955
0,2957
0,2959
0,2960
0,2961
0,2963
0,2966
1,2967
0,2968
0,2969
0,2970
0,2972
0,2973
0,2974
1,2975
1,2976
0,2980
0,2983
1,2984
0,2986
0,2988
0,2989
0,2990
1,2991
0,2994
1,2995
0,2997
1,3000
0,3001
0,3002
1,3003
0,3005
0,3007
0,3008
1,3009
0,3011
1,3012
0,3015
0,3017
1,3019
1,3022
1,3025
0,3027
0,3028
0,3030
0,3031
0,3033
1,3035
0,3036
0,3037
0,3039
1,3041
0,3046
0,3047
0,3048
1,3050
0,3051
0,3053
1,3055
0,3056
0,3058
1,3060
0,3062
1,3063
1,3064
1,3065
1,3067
0,3069
1,3070
1,3072
0,3073
0,3074
0,3079
1,3080
0,3083
0,3084
0,3089
0,3093
1,3094
1,3096
0,3098
0,3100
1,3101
0,3102
1,3104
1,3105
0,3106
0,3109
0,3110
0,3111
1,3113
1,3115
0,3116
0,3120
0,3122
0,3124
0,3128
1,3129
0,3130
0,3132
0,3133
0,3135
0,3138
1,3139
1,3140
0,3143
1,3146
1,3148
1,3149
1,3150
1,3152
1,3153
0,3154
0,3155
0,3159
0,3162
1,3163
0,3164
1,3166
1,3167
0,3168
0,3171
1,3172
0,3173
1,3177
0,3181
1,3183
1,3185
0,3186
1,3190
0,3192
1,3193
0,3194
0,3195
0,3197
1,3200
1,3201
1,3206
0,3207
0,3208
1,3210
0,3211
0,3214
0,3216
0,3217
1,3218
0,3219
0,3223
0,3224
1,3227
0,3229
0,3230
1,3231
0,3232
1,3234
0,3241
0,3242
1,3244
0,3246
0,3248
0,3249
0,3250
0,3252
0,3253
0,3254
0,3255
1,3257
0,3260
1,3264
0,3266
0,3267
0,3268
0,3270
1,3271
0,3274
0,3275
0,3276
1,3278
0,3282
0,3284
0,3287
0,3288
1,3289
1,3291
0,3292
0,3293
0,3294
0,3296
0,3298
0,3302
0,3303
0,3304
0,3306
1,3307
0,3309
1,3310
0,3311
1,3312
0,3315
1,3316
1,3320
1,3322
0,3324
0,3325
0,3326
1,3329
0,3331
1,3332
0,3334
0,3336
0,3337
1,3339
1,3340
0,3341
0,3345
0,3348
1,3350
1,3352
0,3354
0,3355
0,3356
0,3357
0,3360
0,3361
0,3362
0,3363
0,3364
0,3365
0,3366
0,3367
0,3372
1,3374
0,3375
1,3376
1,3377
0,3378
1,3380
0,3381
1,3382
0,3385
0,3386
0,3389
1,3390
1,3391
0,3393
0,3394
0,3401
0,3403
1,3404
0,3406
1,3407
0,3410
1,3411
0,3414
0,3416
0,3418
0,3419
1,3421
0,3422
0,3423
1,3424
1,3426
1,3427
1,3429
0,3431
0,3433
0,3435
0,3436
1,3437
0,3438
1,3442
1,3444
0,3447
0,3450
0,3451
0,3454
0,3455
0,3456
0,3459
1,3460
0,3461
0,3463
0,3465
0,3468
0,3469
0,3470
1,3472
0,3473
0,3475
0,3476
0,3478
1,3479
1,3481
1,3483
0,3484
0,3485
0,3488
0,3489
0,3490
0,3494
0,3498
1,3501
0,3503
0,3506
1,3507
1,3509
0,3510
0,3511
1,3512
0,3514
1,3517
0,3519
0,3521
0,3522
1,3524
0,3526
0,3527
0,3529
0,3534
0,3536
0,3539
0,3540
1,3541
1,3542
0,3543
1,3544
1,3545
0,3547
1,3548
1,3549
0,3553
0,3555
1,3556
0,3557
0,3558
0,3564
0,3565
1,3566
0,3568
0,3569
0,3571
1,3574
0,3576
1,3579
1,3582
1,3583
0,3585
0,3586
0,3588
0,3589
1,3590
1,3591
0,3593
0,3594
1,3596
0,3597
0,3598
1,3600
0,3601
1,3602
0,3603
1,3606
0,3610
0,3611
1,3612
0,3614
0,3617
0,3618
1,3619
1,3621
1,3622
0,3624
0,3627
0,3628
1,3634
0,3637
0,3638
1,3643
0,3644
1,3646
0,3648
0,3651
1,3652
0,3654
0,3656
1,3658
0,3659
1,3661
0,3663
0,3664
0,3665
0,3668
1,3669
0,3670
1,3671
0,3673
0,3674
0,3676
1,3678
0,3679
0,3683
0,3684
1,3685
0,3687
1,3693
1,3696
1,3698
0,3700
0,3702
1,3706
0,3707
0,3716
0,3720
1,3721
0,3723
1,3725
0,3726
0,3734
0,3735
0,3736
0,3737
0,3739
0,3740
1,3743
1,3746
1,3749
0,3754
0,3756
1,3757
0,3759
1,3762
0,3763
0,3766
1,3769
1,3770
0,3776
0,3777
0,3778
0,3781
0,3783
0,3787
1,3788
0,3791
0,3792
0,3793
0,3794
1,3795
1,3797
1,3800
1,3802
0,3804
0,3805
1,3807
0,3809
0,3811
1,3815
1,3816
1,3819
0,3821
1,3822
1,3823
1,3824
0,3825
0,3827
0,3829
1,3830
0,3831
0,3833
0,3838
1,3842
0,3844
0,3845
0,3848
0,3849
0,3851
1,3855
1,3856
1,3858
1,3859
0,3862
1,3865
0,3866
0,3869
1,3873
1,3876
1,3877
1,3878
0,3883
0,3886
0,3887
0,3890
0,3894
0,3898
1,3899
0,3901
0,3902
1,3903
0,3904
0,3909
0,3911
1,3914
1,3916
0,3917
0,3918
0,3919
0,3921
0,3922
0,3926
0,3928
0,3929
1,3932
0,3933
1,3936
1,3938
0,3940
0,3942
0,3944
0,3946
0,3948
0,3949
0,3951
0,3953
0,3954
0,3955
1,3959
1,3960
1,3963
0,3964
1,3965
0,3967
1,3968
0,3969
0,3974
1,3975
1,3980
0,3981
0,3984
0,3986
0,3989
0,3991
0,3992
0,3993
1,3994
1,3996
1,3997
1,4001
1,4002
0,4003
1,4005
0,4009
0,4011
0,4014
0,4016
0,4018
0,4021
0,4022
0,4024
0,4025
1,4027
0,4031
0,4032
0,4033
1,4034
0,4035
1,4036
0,4037
0,4040
1,4041
0,4042
0,4044
0,4046
0,4047
0,4048
1,4049
0,4050
0,4052
1,4055
1,4058
0,4060
1,4061
1,4063
0,4068
0,4071
1,4073
1,4075
0,4076
0,4079
1,4083
1,4086
0,4087
0,4089
1,4092
0,4093
0,4096
1,4098
0,4100
1,4102
0,4106
0,4108
0,4110
1,4111
0,4112
1,4113
0,4114
0,4116
1,4119
0,4121
0,4123
1,4124
0,4126
0,4128
0,4133
0,4135
0,4136
0,4138
0,4141
1,4144
0,4148
0,4152
1,4153
0,4154
0,4157
0,4158
0,4159
0,4161
0,4162
1,4164
1,4165
1,4166
0,4167
0,4170
1,4171
1,4172
0,4173
0,4174
0,4175
0,4176
1,4177
0,4178
0,4179
0,4181
1,4184
0,4185
0,4188
1,4189
0,4190
0,4191
1,4192
0,4193
0,4194
0,4195
1,4196
0,4199
0,4200
0,4202
0,4204
0,4206
0,4207
1,4211
0,4212
0,4213
0,4214
1,4215
0,4216
1,4217
0,4220
0,4221
0,4223
1,4228
1,4231
0,4233
0,4234
0,4235
0,4236
0,4240
1,4241
1,4247
0,4248
0,4249
0,4252
0,4255
1,4256
0,4258
1,4260
1,4261
1,4265
0,4268
0,4269
0,4270
1,4273
1,4274
0,4276
0,4277
1,4278
0,4280
0,4281
1,4286
1,4289
1,4290
0,4291
0,4293
0,4300
0,4302
1,4303
0,4304
0,4306
0,4308
1,4314
0,4316
0,4320
0,4321
0,4323
1,4324
0,4326
0,4327
0,4329
0,4330
0,4331
0,4333
0,4334
1,4335
0,4336
0,4337
0,4339
0,4340
1,4341
0,4348
1,4350
0,4351
0,4353
0,4354
0,4355
0,4356
0,4358
1,4359
1,4361
0,4362
1,4363
1,4364
1,4366
0,4369
0,4370
0,4372
0,4373
0,4374
0,4375
0,4376
1,4379
0,4380
1,4382
0,4383
0,4385
0,4386
0,4388
0,4389
0,4391
1,4393
0,4396
0,4400
1,4401
0,4402
0,4407
1,4409
0,4414
1,4416
0,4417
0,4418
0,4420
0,4421
1,4422
0,4423
1,4426
1,4427
0,4429
0,4430
0,4431
1,4432
0,4434
1,4436
1,4437
0,4440
0,4442
1,4443
1,4444
0,4445
0,4446
0,4449
0,4453
0,4454
0,4458
1,4459
0,4460
1,4466
0,4470
1,4472
1,4473
1,4477
0,4478
0,4480
0,4481
0,4482
0,4483
0,4484
0,4486
0,4489
0,4490
1,4492
0,4494
1,4495
1,4496
1,4498
0,4501
0,4502
0,4503
0,4504
0,4506
1,4507
1,4508
1,4510
0,4514
0,4515
0,4516
1,4517
1,4522
0,4528
1,4529
0,4531
0,4535
0,4541
0,4542
0,4543
0,4544
0,4546
0,4549
1,4550
0,4553
0,4556
0,4559
1,4561
0,4562
0,4565
0,4566
0,4567
0,4568
1,4570
0,4571
1,4572
1,4573
1,4576
0,4577
0,4582
0,4584
0,4585
0,4587
0,4588
1,4590
0,4592
1,4593
0,4596
0,4597
1,4598
0,4599
0,4600
0,4601
0,4602
1,4603
1,4604
0,4605
1,4610
0,4616
0,4617
0,4621
0,4625
0,4626
0,4627
0,4634
1,4636
0,4638
0,4640
0,4642
1,4643
0,4650
1,4651
1,4652
1,4655
0,4657
0,4661
1,4662
0,4666
0,4669
1,4670
1,4671
0,4674
0,4676
1,4678
0,4679
0,4682
0,4685
0,4686
0,4689
0,4690
0,4691
0,4693
1,4694
0,4698
1,4699
1,4702
0,4704
1,4705
0,4706
0,4712
0,4713
0,4714
0,4715
0,4716
1,4717
1,4719
0,4720
1,4721
1,4722
0,4725
1,4726
0,4727
0,4729
0,4730
1,4732
0,4735
0,4737
0,4738
0,4740
0,4741
0,4742
0,4746
0,4751
0,4753
0,4755
0,4756
0,4760
0,4761
0,4763
1,4764
1,4768
0,4773
0,4778
0,4782
0,4783
0,4784
0,4788
0,4791
0,4792
1,4793
0,4794
0,4797
0,4798
0,4799
0,4800
0,4802
0,4803
1,4807
1,4808
1,4809
0,4812
0,4813
1,4815
0,4822
1,4826
0,4827
0,4828
0,4829
0,4833
0,4834
0,4835
0,4836
1,4837
1,4845
0,4846
0,4847
0,4848
1,4851
0,4852
0,4853
1,4854
0,4856
0,4857
0,4858
0,4859
0,4861
1,4866
0,4867
1,4868
0,4869
1,4870
1,4872
0,4873
0,4875
0,4878
0,4880
1,4881
1,4886
0,4887
1,4888
0,4889
0,4891
0,4896
1,4898
1,4899
1,4900
0,4902
0,4903
0,4904
0,4908
1,4909
0,4910
1,4911
0,4914
0,4915
0,4919
0,4922
0,4927
0,4932
1,4934
0,4936
0,4937
0,4938
1,4941
0,4942
0,4945
0,4946
1,4949
1,4951
0,4953
0,4956
0,4958
0,4959
1,4961
1,4964
1,4965
1,4967
0,4968
0,4973
0,4976
0,4979
1,4980
0,4981
0,4983
0,4984
0,4985
0,4986
0,4988
1,4989
0,4990
1,4992
0,4993
0,4996
0,4997
0,5001
0,5002
1,5005
0,5006
0,5007
0,5009
0,5011
0,5020
0,5021
1,5023
1,5024
1,5028
0,5031
0,5033
0,5034
0,5035
1,5036
0,5037
1,5039
1,5042
0,5044
0,5045
0,5049
0,5050
0,5051
0,5053
0,5054
0,5055
0,5056
0,5059
0,5060
1,5061
1,5063
0,5065
0,5069
1,5071
1,5073
1,5074
0,5080
0,5081
0,5082
1,5084
1,5085
1,5090
0,5091
0,5092
1,5096
1,5099
0,5102
0,5103
0,5104
0,5105
1,5106
0,5108
0,5112
1,5116
1,5119
0,5120
0,5125
1,5128
0,5132
1,5134
1,5135
0,5137
1,5138
0,5139
1,5142
0,5144
1,5145
0,5146
1,5147
0,5148
0,5149
0,5150
1,5151
0,5152
1,5156
0,5159
0,5161
0,5162
0,5165
1,5170
0,5172
0,5173
0,5174
0,5175
0,5177
0,5178
1,5184
0,5185
1,5188
0,5189
1,5191
1,5192
0,5194
1,5195
1,5198
1,5199
0,5200
1,5201
1,5205
0,5206
1,5208
0,5212
1,5213
0,5214
0,5217
1,5219
0,5222
0,5225
0,5226
0,5227
0,5230
0,5231
0,5232
0,5235
0,5236
1,5237
0,5238
0,5245
0,5246
0,5248
0,5250
1,5252
1,5253
1,5254
0,5257
0,5261
0,5267
0,5269
1,5272
0,5273
0,5275
0,5278
0,5279
0,5280
0,5281
1,5283
0,5286
0,5287
1,5291
1,5292
0,5294
1,5300
1,5303
1,5304
0,5306
0,5307
0,5310
0,5311
0,5313
0,5315
1,5317
0,5319
0,5321
1,5329
1,5331
0,5332
0,5335
0,5336
0,5337
0,5340
0,5341
0,5343
0,5344
0,5345
1,5349
1,5350
0,5352
1,5353
0,5354
0,5356
0,5357
1,5358
0,5359
0,5363
0,5366
0,5367
0,5373
0,5374
0,5377
1,5378
1,5379
1,5381
1,5386
0,5389
0,5395
0,5397
0,5398
0,5402
1,5404
0,5409
0,5410
0,5411
0,5412
0,5414
1,5419
0,5424
0,5429
0,5430
1,5431
0,5432
1,5436
1,5438
1,5443
1,5444
0,5445
1,5446
1,5447
0,5448
0,5449
0,5454
0,5457
0,5459
0,5461
0,5462
1,5465
0,5470
0,5471
0,5472
1,5474
0,5478
0,5479
0,5480
0,5482
1,5485
1,5487
0,5488
0,5492
0,5494
0,5496
1,5497
1,5499
0,5501
0,5503
0,5504
0,5505
1,5507
1,5508
0,5509
1,5510
1,5511
1,5513
0,5514
0,5515
0,5517
0,5520
0,5524
0,5526
0,5527
0,5532
0,5534
0,5535
0,5537
0,5538
0,5540
0,5541
0,5543
0,5544
0,5547
0,5548
0,5550
0,5553
0,5554
0,5557
0,5558
1,5559
0,5560
0,5564
1,5566
0,5567
0,5568
0,5569
1,5574
1,5575
0,5577
0,5578
1,5581
0,5583
1,5585
0,5586
1,5587
0,5588
0,5590
0,5592
0,5593
0,5598
0,5599
0,5602
0,5603
0,5604
0,5605
0,5606
0,5607
1,5610
1,5611
0,5613
0,5614
0,5616
0,5617
0,5618
1,5619
0,5620
0,5622
1,5623
1,5624
1,5626
0,5627
0,5629
0,5630
1,5633
1,5634
0,5635
1,5637
0,5640
0,5642
1,5644
0,5646
0,5647
1,5653
0,5654
1,5656
0,5660
0,5661
0,5662
0,5663
0,5664
1,5667
1,5668
0,5671
0,5673
0,5674
0,5676
0,5677
0,5679
0,5680
0,5681
0,5682
0,5684
0,5686
1,5688
1,5690
0,5691
0,5692
0,5696
0,5699
0,5700
0,5702
0,5707
1,5709
0,5710
0,5711
1,5712
0,5714
1,5715
0,5717
0,5722
0,5725
0,5726
0,5727
0,5732
1,5734
0,5737
1,5738
1,5740
0,5741
0,5747
0,5750
0,5754
0,5755
0,5756
0,5757
1,5758
0,5759
0,5760
0,5761
0,5763
0,5764
1,5765
0,5767
0,5768
0,5769
1,5770
0,5782
1,5784
0,5785
0,5787
0,5790
1,5791
0,5792
1,5793
0,5797
0,5798
